zip,,,,,
94002,,(Belmont),,sfc_oak_msa,0
94005,,(Brisbane),,sfc_oak_msa,0
94010,,(Burlingame),,sfc_oak_msa,0
94014,,(Daly City),,sfc_oak_msa,0
94015,,(Daly City),,sfc_oak_msa,0
94019,,(Half Moon Bay),,sfc_oak_msa,0
94020,,(La Honda),,sfc_oak_msa,0
94021,,(Loma Mar),,sfc_oak_msa,0
94025,,(Menlo Park),,sfc_oak_msa,0
94027,,(Atherton),,sfc_oak_msa,0
94028,,(Portola Valley),,sfc_oak_msa,0
94030,,(Millbrae),,sfc_oak_msa,0
94037,,(Montara),,sfc_oak_msa,0
94038,,(Moss Beach),,sfc_oak_msa,0
94044,,(Pacifica),,sfc_oak_msa,0
94060,,(Pescadero),,sfc_oak_msa,0
94061,,(Redwood City),,sfc_oak_msa,0
94062,,(Redwood City),,sfc_oak_msa,0
94063,,(Redwood City),,sfc_oak_msa,0
94065,,(Redwood City),,sfc_oak_msa,0
94066,,(San Bruno),,sfc_oak_msa,0
94070,,(San Carlos),,sfc_oak_msa,0
94074,,(San Gregorio),,sfc_oak_msa,0
94080,,(South San Francisco),,sfc_oak_msa,0
21241,,"Baltimore, MD",Baltimore City,baltimore,1
21235,,"Baltimore, MD",Baltimore City,baltimore,1
21239,,"Baltimore, MD",Anne Arundel,baltimore,1
21252,,"Baltimore, MD",Baltimore City,baltimore,1
21263,,"Baltimore, MD",Baltimore City,baltimore,1
21250,,"Baltimore, MD",Baltimore City,baltimore,1
21251,,"Baltimore, MD",Baltimore,baltimore,1
21233,,"Baltimore, MD",Baltimore City,baltimore,1
21223,,"Baltimore, MD",Baltimore,baltimore,1
21224,,"Baltimore, MD",Baltimore City,baltimore,1
21217,,"Baltimore, MD",Baltimore City,baltimore,1
21218,,"Baltimore, MD",Baltimore City,baltimore,1
21230,,"Baltimore, MD",Baltimore City,baltimore,1
21231,,"Baltimore, MD",Baltimore City,baltimore,1
21225,,"Baltimore, MD",Baltimore City,baltimore,1
21229,,"Baltimore, MD",Baltimore City,baltimore,1
21287,,"Baltimore, MD",Baltimore City,baltimore,1
21288,,"Baltimore, MD",Baltimore City,baltimore,1
21284,,"Baltimore, MD",Baltimore City,baltimore,1
21285,,"Baltimore, MD",Baltimore City,baltimore,1
